position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
7,slyA,ECOR50_01590,CDS,297891,298325,+,ECOR50_PROKKA,ydhL,core,44
8,slyB,ECOR50_01591,CDS,298376,298843,-,ECOR50_PROKKA,ydhL,core,44
9,anmK,ECOR50_01592,CDS,299117,300226,+,ECOR50_PROKKA,ydhL,core,44
-9,rplU,ECOR47_02282,CDS,83604,83915,+,ECOR47_PROKKA,yhbX,core,44
-8,rpmA,ECOR47_02283,CDS,83936,84193,+,ECOR47_PROKKA,yhbX,core,44
-7,yhbE,ECOR47_02284,CDS,84320,85285,+,ECOR47_PROKKA,yhbX,core,44
-6,obgE,ECOR47_02285,CDS,85301,86473,+,ECOR47_PROKKA,yhbX,core,44
-5,dacB,ECOR47_02286,CDS,86513,87946,-,ECOR47_PROKKA,yhbX,core,44
-4,greA,ECOR47_02287,CDS,88194,88670,+,ECOR47_PROKKA,yhbX,core,44
-3,yhbY,ECOR47_02288,CDS,88826,89119,-,ECOR47_PROKKA,yhbX,core,44
-2,rlmE,ECOR47_02289,CDS,89245,89874,+,ECOR47_PROKKA,yhbX,core,44
-1,ftsH,ECOR47_02290,CDS,89965,91908,+,ECOR47_PROKKA,yhbX,core,44
0,folP,ECOR47_02291,CDS,91998,92846,+,ECOR47_PROKKA,yhbX,core,44
1,glmM_2,ECOR47_02292,CDS,92839,94176,+,ECOR47_PROKKA,yhbX,core,44
2,secG,ECOR47_02293,CDS,94404,94736,+,ECOR47_PROKKA,yhbX,core,44
3,,ECOR47_02295,CDS,94912,95865,-,ECOR47_PROKKA,yhbX,non_core,1
4,argG,ECOR47_02296,CDS,96047,97390,-,ECOR47_PROKKA,yhbX,core,44
5,rimP,ECOR47_02298,CDS,98021,98473,+,ECOR47_PROKKA,yhbX,core,44
6,nusA,ECOR47_02299,CDS,98501,99988,+,ECOR47_PROKKA,yhbX,core,44
7,infB,ECOR47_02300,CDS,100013,102685,+,ECOR47_PROKKA,yhbX,core,44
8,rbfA,ECOR47_02301,CDS,102849,103250,+,ECOR47_PROKKA,yhbX,core,44
9,truB,ECOR47_02302,CDS,103250,104194,+,ECOR47_PROKKA,yhbX,core,44
-9,clpX,ECOR47_00290,CDS,103094,104368,+,ECOR47_PROKKA,yheI,core,44
-8,lon_1,ECOR47_00291,CDS,104556,106910,+,ECOR47_PROKKA,yheI,core,44
-7,hupB,ECOR47_00292,CDS,107119,107391,+,ECOR47_PROKKA,yheI,core,44
-6,ppiD,ECOR47_00293,CDS,107583,109454,+,ECOR47_PROKKA,yheI,core,44
-5,,ECOR47_00294,CDS,109605,109976,+,ECOR47_PROKKA,yheI,core,44
-4,fadM,ECOR47_00295,CDS,110070,110468,+,ECOR47_PROKKA,yheI,core,44
-3,queC,ECOR47_00296,CDS,110520,111215,-,ECOR47_PROKKA,yheI,core,44
-2,sgrR_1,ECOR47_00297,CDS,111280,112980,-,ECOR47_PROKKA,yheI,core,44
-1,cof,ECOR47_00298,CDS,113080,113898,+,ECOR47_PROKKA,yheI,core,44
0,decR,ECOR47_00299,CDS,114051,114509,+,ECOR47_PROKKA,yheI,core,44
1,yheI,ECOR47_00300,CDS,114539,116311,+,ECOR47_PROKKA,yheI,non_core,2
2,mdlB,ECOR47_00301,CDS,116304,118085,+,ECOR47_PROKKA,yheI,core,44
3,glnK,ECOR47_00302,CDS,118266,118604,+,ECOR47_PROKKA,yheI,core,44
4,amtB,ECOR47_00303,CDS,118634,119920,+,ECOR47_PROKKA,yheI,core,44
5,murI,ECOR47_00304,CDS,122,979,-,ECOR47_PROKKA,yheI,core,44
6,btuB,ECOR47_00305,CDS,924,2768,-,ECOR47_PROKKA,yheI,non_core,40
7,trmA,ECOR47_00306,CDS,3137,4237,+,ECOR47_PROKKA,yheI,core,44
8,yijD,ECOR47_00307,CDS,4277,4636,-,ECOR47_PROKKA,yheI,core,44
9,fabR,ECOR47_00308,CDS,4636,5340,-,ECOR47_PROKKA,yheI,core,44
-9,,KE48_01501,CDS,1634477,1635253,-,KE48_PROKKA,yhfR,core,44
-8,pepB,KE48_01502,CDS,1635396,1636679,-,KE48_PROKKA,yhfR,core,44
-7,iscX,KE48_01503,CDS,1636738,1636938,-,KE48_PROKKA,yhfR,core,44
-6,fdx,KE48_01504,CDS,1636950,1637285,-,KE48_PROKKA,yhfR,core,44
-5,hscA,KE48_01505,CDS,1637287,1639137,-,KE48_PROKKA,yhfR,core,44
-4,hscB,KE48_01506,CDS,1639154,1639669,-,KE48_PROKKA,yhfR,core,44
-3,iscA,KE48_01507,CDS,1639765,1640088,-,KE48_PROKKA,yhfR,core,44
-2,iscU,KE48_01508,CDS,1640105,1640491,-,KE48_PROKKA,yhfR,core,44
-1,iscS,KE48_01509,CDS,1640519,1641733,-,KE48_PROKKA,yhfR,core,44
0,iscR,KE48_01510,CDS,1641845,1642333,-,KE48_PROKKA,yhfR,core,44
1,trmJ,KE48_01511,CDS,1642604,1643344,-,KE48_PROKKA,yhfR,core,44
2,suhB,KE48_01512,CDS,1643463,1644266,+,KE48_PROKKA,yhfR,core,44
3,,KE48_01513,CDS,1644411,1645199,+,KE48_PROKKA,yhfR,non_core,1
4,,KE48_01514,CDS,1645390,1646670,+,KE48_PROKKA,yhfR,core,44
5,hcaT,KE48_01515,CDS,1646662,1647801,-,KE48_PROKKA,yhfR,core,44
6,yphA,KE48_01516,CDS,1648170,1648592,+,KE48_PROKKA,yhfR,core,44
7,yphB_1,KE48_01517,CDS,1648752,1649624,-,KE48_PROKKA,yhfR,core,44
8,gutB,KE48_01518,CDS,1649636,1650697,-,KE48_PROKKA,yhfR,core,44
9,rbsC_1,KE48_01519,CDS,1650763,1651761,-,KE48_PROKKA,yhfR,non_core,26
-9,lldP,PNKGMM_04255,CDS,838991,840646,-,KE41,yibF,non_core,40
-8,,PNKGMM_04260,CDS,841058,845653,-,KE41,yibF,non_core,2
-7,,PNKGMM_04265,CDS,845697,846380,-,KE41,yibF,non_core,12
-6,yibL,PNKGMM_04270,CDS,846939,847301,-,KE41,yibF,core,44
-5,yibT,PNKGMM_04275,CDS,847585,847794,+,KE41,yibF,core,44
-4,mtlR,PNKGMM_04280,CDS,847805,848392,-,KE41,yibF,core,44
-3,mtlD,PNKGMM_04285,CDS,848392,849540,-,KE41,yibF,core,44
-2,mtlA,PNKGMM_04305,CDS,850061,851974,-,KE41,yibF,core,44
-1,yibI,PNKGMM_04310,CDS,852511,852873,+,KE41,yibF,core,44
0,yibH,PNKGMM_04315,CDS,852876,854012,+,KE41,yibF,core,44
1,fanR,PNKGMM_04320,CDS,854156,854986,-,KE41,yibF,non_core,2
2,,PNKGMM_04325,CDS,855157,855678,-,KE41,yibF,non_core,2
3,,PNKGMM_04330,CDS,856700,857254,+,KE41,yibF,non_core,2
4,,PNKGMM_04335,CDS,857337,857996,+,KE41,yibF,non_core,2
5,,PNKGMM_04340,CDS,857993,860485,+,KE41,yibF,non_core,2
6,,PNKGMM_04345,CDS,860605,864258,+,KE41,yibF,non_core,2
7,selA,PNKGMM_04350,CDS,864396,865787,+,KE41,yibF,core,44
8,selB,PNKGMM_04355,CDS,865784,867628,+,KE41,yibF,core,44
9,yiaY,PNKGMM_04360,CDS,867819,868970,+,KE41,yibF,core,44
-9,pldB,HDLJKA_22890,CDS,4742671,4743693,-,KE55,yigE,core,44
-8,rhtB,HDLJKA_22895,CDS,4743804,4744424,+,KE55,yigE,core,44
-7,rhtC,HDLJKA_22900,CDS,4744486,4745106,-,KE55,yigE,core,44
-6,recQ,HDLJKA_22905,CDS,4745170,4747005,-,KE55,yigE,core,44
-5,pldA,HDLJKA_22910,CDS,4747132,4748001,-,KE55,yigE,core,44
-4,yigI,HDLJKA_22915,CDS,4748166,4748633,+,KE55,yigE,core,44
-3,rarD,HDLJKA_22920,CDS,4748685,4749575,+,KE55,yigE,core,44
-2,,HDLJKA_22925,CDS,4749886,4750734,+,KE55,yigE,non_core,23
-1,,HDLJKA_22930,CDS,4750731,4751222,+,KE55,yigE,non_core,24
0,corA,HDLJKA_22935,CDS,4751264,4752214,-,KE55,yigE,soft_core,43
1,yigE,HDLJKA_22940,CDS,4752584,4753348,+,KE55,yigE,non_core,3
2,uvrD,HDLJKA_22945,CDS,4753475,4755637,-,KE55,yigE,core,44
3,yigB,HDLJKA_22950,CDS,4755721,4756437,-,KE55,yigE,core,44
4,xerC,HDLJKA_22955,CDS,4756437,4757333,-,KE55,yigE,core,44
5,yigA,HDLJKA_22960,CDS,4757330,4758037,-,KE55,yigE,core,44
6,dapF,HDLJKA_22965,CDS,4758034,4758858,-,KE55,yigE,core,44
7,yifL,HDLJKA_22970,CDS,4758895,4759098,-,KE55,yigE,core,44
8,cyaY,HDLJKA_22975,CDS,4759564,4759884,+,KE55,yigE,core,44
9,cyaA,HDLJKA_22980,CDS,4759924,4762470,-,KE55,yigE,core,44
-9,basR,2b84de5415a5ca9477dbe99a5510e5bf_9576,CDS,4902772,4903440,-,CFT073,yjdF,core,44
-8,eptA,2b84de5415a5ca9477dbe99a5510e5bf_9578,CDS,4903437,4905080,-,CFT073,yjdF,core,44
-7,adiC,2b84de5415a5ca9477dbe99a5510e5bf_9580,CDS,4905184,4906521,-,CFT073,yjdF,core,44
-6,adiY,2b84de5415a5ca9477dbe99a5510e5bf_9582,CDS,4906658,4907419,-,CFT073,yjdF,non_core,22
-5,adiA,2b84de5415a5ca9477dbe99a5510e5bf_9584,CDS,4907755,4910022,-,CFT073,yjdF,core,44
-4,melR,2b84de5415a5ca9477dbe99a5510e5bf_9586,CDS,4910221,4911129,-,CFT073,yjdF,soft_core,42
-3,melA,2b84de5415a5ca9477dbe99a5510e5bf_9588,CDS,4911412,4912767,+,CFT073,yjdF,core,44
-2,yjdF,2b84de5415a5ca9477dbe99a5510e5bf_9590,CDS,4912764,4913406,-,CFT073,yjdF,unknown,
-1,fumB,2b84de5415a5ca9477dbe99a5510e5bf_9592,CDS,4913529,4915175,-,CFT073,yjdF,core,44
0,dcuB,2b84de5415a5ca9477dbe99a5510e5bf_9594,CDS,4915253,4916593,-,CFT073,yjdF,core,44
1,dcuR,2b84de5415a5ca9477dbe99a5510e5bf_9596,CDS,4917164,4917883,-,CFT073,yjdF,core,44
2,dcuS,2b84de5415a5ca9477dbe99a5510e5bf_9598,CDS,4917880,4919511,-,CFT073,yjdF,core,44
3,yjdI,2b84de5415a5ca9477dbe99a5510e5bf_9600,CDS,4919692,4919922,+,CFT073,yjdF,core,44
4,yjdJ,2b84de5415a5ca9477dbe99a5510e5bf_9602,CDS,4919934,4920206,+,CFT073,yjdF,core,44
5,ghoS,2b84de5415a5ca9477dbe99a5510e5bf_9604,CDS,4920435,4920731,+,CFT073,yjdF,core,44
6,ghoT,2b84de5415a5ca9477dbe99a5510e5bf_9606,CDS,4920759,4920932,+,CFT073,yjdF,soft_core,43
7,lysS,2b84de5415a5ca9477dbe99a5510e5bf_9608,CDS,4921051,4922568,-,CFT073,yjdF,core,44
8,dtpC,2b84de5415a5ca9477dbe99a5510e5bf_9610,CDS,4922805,4924262,-,CFT073,yjdF,core,44
9,cadA,2b84de5415a5ca9477dbe99a5510e5bf_9612,CDS,4924321,4926468,-,CFT073,yjdF,core,44
-9,,CPONALDP_04492,CDS,4521228,4521503,+,LRPF62,yjfJ,core,44
-8,aidB,CPONALDP_04493,CDS,4521620,4523245,-,LRPF62,yjfJ,core,44
-7,yjfC,CPONALDP_04494,CDS,4523329,4524492,-,LRPF62,yjfJ,soft_core,43
-6,,CPONALDP_04495,CDS,4524495,4525133,-,LRPF62,yjfJ,soft_core,43
-5,,CPONALDP_04496,CDS,4525143,4525541,-,LRPF62,yjfJ,core,44
-4,,CPONALDP_04497,CDS,4525683,4525898,-,LRPF62,yjfJ,non_core,1
-3,,CPONALDP_04498,CDS,4525970,4526347,+,LRPF62,yjfJ,non_core,1
-2,,CPONALDP_04499,CDS,4526282,4526452,-,LRPF62,yjfJ,non_core,5
-1,,CPONALDP_04500,CDS,4526471,4526872,-,LRPF62,yjfJ,core,44
0,rlmB,CPONALDP_04501,CDS,4526999,4527730,-,LRPF62,yjfJ,core,44
1,rnr,CPONALDP_04502,CDS,4527821,4530262,-,LRPF62,yjfJ,core,44
2,nsrR,CPONALDP_04503,CDS,4530301,4530726,-,LRPF62,yjfJ,core,44
3,purA,CPONALDP_04504,CDS,4530931,4532229,-,LRPF62,yjfJ,core,44
4,,CPONALDP_04505,CDS,4532333,4532530,-,LRPF62,yjfJ,core,44
5,hflC_2,CPONALDP_04506,CDS,4532612,4533616,-,LRPF62,yjfJ,core,44
6,hflK,CPONALDP_04507,CDS,4533619,4534878,-,LRPF62,yjfJ,core,44
7,hflX,CPONALDP_04508,CDS,4534964,4536244,-,LRPF62,yjfJ,core,44
8,hfq,CPONALDP_04509,CDS,4536320,4536628,-,LRPF62,yjfJ,core,44
9,miaA,CPONALDP_04510,CDS,4536714,4537664,-,LRPF62,yjfJ,core,44
-9,,CPONALDP_04492,CDS,4521228,4521503,+,LRPF62,yjfK,core,44
-8,aidB,CPONALDP_04493,CDS,4521620,4523245,-,LRPF62,yjfK,core,44
-7,yjfC,CPONALDP_04494,CDS,4523329,4524492,-,LRPF62,yjfK,soft_core,43
-6,,CPONALDP_04495,CDS,4524495,4525133,-,LRPF62,yjfK,soft_core,43
-5,,CPONALDP_04496,CDS,4525143,4525541,-,LRPF62,yjfK,core,44
-4,,CPONALDP_04497,CDS,4525683,4525898,-,LRPF62,yjfK,non_core,1
-3,,CPONALDP_04498,CDS,4525970,4526347,+,LRPF62,yjfK,non_core,1
-2,,CPONALDP_04499,CDS,4526282,4526452,-,LRPF62,yjfK,non_core,5
-1,,CPONALDP_04500,CDS,4526471,4526872,-,LRPF62,yjfK,core,44
0,rlmB,CPONALDP_04501,CDS,4526999,4527730,-,LRPF62,yjfK,core,44
1,rnr,CPONALDP_04502,CDS,4527821,4530262,-,LRPF62,yjfK,core,44
2,nsrR,CPONALDP_04503,CDS,4530301,4530726,-,LRPF62,yjfK,core,44
3,purA,CPONALDP_04504,CDS,4530931,4532229,-,LRPF62,yjfK,core,44
4,,CPONALDP_04505,CDS,4532333,4532530,-,LRPF62,yjfK,core,44
5,hflC_2,CPONALDP_04506,CDS,4532612,4533616,-,LRPF62,yjfK,core,44
6,hflK,CPONALDP_04507,CDS,4533619,4534878,-,LRPF62,yjfK,core,44
7,hflX,CPONALDP_04508,CDS,4534964,4536244,-,LRPF62,yjfK,core,44
8,hfq,CPONALDP_04509,CDS,4536320,4536628,-,LRPF62,yjfK,core,44
9,miaA,CPONALDP_04510,CDS,4536714,4537664,-,LRPF62,yjfK,core,44
-9,ulaE,DADKIG_20855,CDS,4172383,4173237,-,KE46,yjfM,core,44
-8,ulaD,DADKIG_20860,CDS,4173247,4173897,-,KE46,yjfM,core,44
-7,ulaC,DADKIG_20865,CDS,4173911,4174375,-,KE46,yjfM,core,44
-6,ulaB,DADKIG_20870,CDS,4174385,4174690,-,KE46,yjfM,core,44
-5,ulaA,DADKIG_20875,CDS,4174706,4176103,-,KE46,yjfM,core,44
-4,ulaG,DADKIG_20880,CDS,4176458,4177522,+,KE46,yjfM,core,44
-3,ulaR,DADKIG_20885,CDS,4177630,4178385,+,KE46,yjfM,core,44
-2,yjfP,DADKIG_20890,CDS,4178382,4179131,-,KE46,yjfM,core,44
-1,bsmA,DADKIG_20895,CDS,4179313,4179642,+,KE46,yjfM,core,44
0,yjfN,DADKIG_20900,CDS,4179791,4180066,+,KE46,yjfM,core,44
1,aidB,DADKIG_20905,CDS,4180183,4181808,-,KE46,yjfM,core,44
2,yjfC,DADKIG_20910,CDS,4181892,4183055,-,KE46,yjfM,soft_core,43
3,yjfM,DADKIG_20915,CDS,4183058,4183696,-,KE46,yjfM,non_core,1
4,yjfL,DADKIG_20920,CDS,4183706,4184104,-,KE46,yjfM,core,44
5,yjfK,DADKIG_20925,CDS,4184122,4184781,-,KE46,yjfM,soft_core,43
6,yjfJ,DADKIG_20930,CDS,4184832,4185530,-,KE46,yjfM,soft_core,43
7,yjfI,DADKIG_20935,CDS,4185549,4185950,-,KE46,yjfM,core,44
8,rlmB,DADKIG_20940,CDS,4186077,4186808,-,KE46,yjfM,core,44
9,rnr,DADKIG_20945,CDS,4186988,4189429,-,KE46,yjfM,core,44
-9,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,yjjA,non_core,1
-8,rsmC,ECOR53_03152,CDS,260711,261742,+,ECOR53_PROKKA,yjjA,core,44
-7,,ECOR53_03156,CDS,262413,262649,-,ECOR53_PROKKA,yjjA,non_core,1
-6,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,yjjA,non_core,1
-5,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,yjjA,non_core,1
-4,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,yjjA,non_core,39
-3,yjjP,ECOR53_03160,CDS,265600,266370,+,ECOR53_PROKKA,yjjA,core,44
-2,,ECOR53_03161,CDS,266361,266834,+,ECOR53_PROKKA,yjjA,core,44
-1,dnaT,ECOR53_03162,CDS,266941,267480,+,ECOR53_PROKKA,yjjA,core,44
0,dnaC,ECOR53_03163,CDS,267483,268220,+,ECOR53_PROKKA,yjjA,core,44
1,,ECOR53_03164,CDS,268269,268763,+,ECOR53_PROKKA,yjjA,non_core,1
2,mdoB,ECOR53_03165,CDS,268940,271309,+,ECOR53_PROKKA,yjjA,core,44
3,lgoD_1,ECOR53_03166,CDS,271488,272510,-,ECOR53_PROKKA,yjjA,non_core,1
4,lgoR,ECOR53_03167,CDS,272649,273554,+,ECOR53_PROKKA,yjjA,non_core,1
5,nhaK_2,ECOR53_03168,CDS,273677,275329,-,ECOR53_PROKKA,yjjA,non_core,1
6,siaP,ECOR53_03169,CDS,276060,277031,+,ECOR53_PROKKA,yjjA,non_core,20
7,siaT,ECOR53_03170,CDS,277094,277567,+,ECOR53_PROKKA,yjjA,non_core,1
8,dctM_1,ECOR53_03171,CDS,277564,278835,+,ECOR53_PROKKA,yjjA,non_core,19
9,tsr,ECOR53_03172,CDS,278878,280539,-,ECOR53_PROKKA,yjjA,non_core,1
-9,radA,ECOR53_03133,CDS,241358,242740,-,ECOR53_PROKKA,yjjU,core,44
-8,serB,ECOR53_03134,CDS,242789,243757,-,ECOR53_PROKKA,yjjU,core,44
-7,ytjB,ECOR53_03135,CDS,243863,244507,+,ECOR53_PROKKA,yjjU,core,44
-6,lplA,ECOR53_03136,CDS,244535,245551,+,ECOR53_PROKKA,yjjU,core,44
-5,yjjJ,ECOR53_03137,CDS,245552,246883,-,ECOR53_PROKKA,yjjU,non_core,21
-4,deoD,ECOR53_03138,CDS,247050,247769,-,ECOR53_PROKKA,yjjU,core,44
-3,deoB_1,ECOR53_03139,CDS,247826,249049,-,ECOR53_PROKKA,yjjU,core,44
-2,deoA,ECOR53_03140,CDS,249101,250423,-,ECOR53_PROKKA,yjjU,core,44
-1,deoC,ECOR53_03141,CDS,250501,251280,-,ECOR53_PROKKA,yjjU,core,44
0,yjjI,ECOR53_03142,CDS,251538,253088,+,ECOR53_PROKKA,yjjU,core,44
1,yjjW,ECOR53_03143,CDS,253219,253923,+,ECOR53_PROKKA,yjjU,core,44
2,yjjV,ECOR53_03144,CDS,254140,254919,-,ECOR53_PROKKA,yjjU,core,44
3,,ECOR53_03145,CDS,254916,255989,-,ECOR53_PROKKA,yjjU,non_core,1
4,,ECOR53_03146,CDS,256113,256274,-,ECOR53_PROKKA,yjjU,core,44
5,osmY_1,ECOR53_03147,CDS,256401,257006,-,ECOR53_PROKKA,yjjU,core,44
6,prfC,ECOR53_03148,CDS,257408,259024,-,ECOR53_PROKKA,yjjU,core,44
7,yjjG,ECOR53_03149,CDS,259088,259765,-,ECOR53_PROKKA,yjjU,core,44
8,rimI,ECOR53_03150,CDS,259780,260226,-,ECOR53_PROKKA,yjjU,core,44
9,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,yjjU,non_core,1
-9,lysR,NBPOCE_22735,CDS,4303116,4304009,+,KE54,ykgH,non_core,34
-8,pdxI,NBPOCE_22740,CDS,4304040,4305029,-,KE54,ykgH,non_core,34
-7,aRA1,NBPOCE_22745,CDS,4305056,4305907,-,KE54,ykgH,non_core,34
-6,fdeC,NBPOCE_22750,CDS,4306473,4310720,+,KE54,ykgH,non_core,34
-5,glxA,NBPOCE_22755,CDS,4310845,4311702,-,KE54,ykgH,non_core,35
-4,aRA1,NBPOCE_22760,CDS,4311950,4312819,+,KE54,ykgH,non_core,36
-3,rclC,NBPOCE_22765,CDS,4312979,4313572,-,KE54,ykgH,non_core,41
-2,rclA,NBPOCE_22770,CDS,4313929,4315254,-,KE54,ykgH,soft_core,42
-1,rclR,NBPOCE_22775,CDS,4315481,4316335,+,KE54,ykgH,non_core,39
0,ykgE,NBPOCE_22780,CDS,4316861,4317580,+,KE54,ykgH,core,44
1,ykgF,NBPOCE_22785,CDS,4317591,4319018,+,KE54,ykgH,core,44
2,ykgG,NBPOCE_22790,CDS,4319011,4319706,+,KE54,ykgH,core,44
3,tnp,NBPOCE_22795,CDS,4319958,4320233,+,KE54,ykgH,non_core,2
4,tnp,NBPOCE_22800,CDS,4320362,4320655,+,KE54,ykgH,unknown,
5,hyxB,NBPOCE_22805,CDS,4320811,4323102,-,KE54,ykgH,non_core,27
6,hyxA,NBPOCE_22810,CDS,4323144,4323905,-,KE54,ykgH,non_core,26
7,,NBPOCE_22815,CDS,4323922,4324062,-,KE54,ykgH,non_core,24
8,hyxR,NBPOCE_22820,CDS,4324059,4324853,-,KE54,ykgH,non_core,27
9,ipbA,NBPOCE_22825,CDS,4324912,4325475,-,KE54,ykgH,non_core,27
-9,allR,a99aee7d8774ee1318b35b64abeb3eab_1044,CDS,532235,533050,+,W3110,ylbE,core,44
-8,gcl,a99aee7d8774ee1318b35b64abeb3eab_1046,CDS,533140,534921,+,W3110,ylbE,core,44
-7,hyi,a99aee7d8774ee1318b35b64abeb3eab_1048,CDS,534934,535710,+,W3110,ylbE,core,44
-6,glxR,a99aee7d8774ee1318b35b64abeb3eab_1050,CDS,535810,536688,+,W3110,ylbE,core,44
-5,ybbW,a99aee7d8774ee1318b35b64abeb3eab_1052,CDS,536857,538311,+,W3110,ylbE,soft_core,42
-4,allB,a99aee7d8774ee1318b35b64abeb3eab_1054,CDS,538371,539732,+,W3110,ylbE,non_core,41
-3,ybbY,a99aee7d8774ee1318b35b64abeb3eab_1056,CDS,539789,541090,+,W3110,ylbE,core,44
-2,glxK,a99aee7d8774ee1318b35b64abeb3eab_1058,CDS,541112,542257,+,W3110,ylbE,core,44
-1,allE,a99aee7d8774ee1318b35b64abeb3eab_1060,CDS,542485,543270,-,W3110,ylbE,core,44
0,allC,a99aee7d8774ee1318b35b64abeb3eab_1062,CDS,543281,544516,-,W3110,ylbE,soft_core,43
1,allD,a99aee7d8774ee1318b35b64abeb3eab_1064,CDS,544538,545587,-,W3110,ylbE,core,44
2,fdrA,a99aee7d8774ee1318b35b64abeb3eab_1066,CDS,545904,547571,+,W3110,ylbE,soft_core,43
3,ylbE,a99aee7d8774ee1318b35b64abeb3eab_1068,CDS,547581,548839,+,W3110,ylbE,unknown,
4,ylbF,a99aee7d8774ee1318b35b64abeb3eab_1070,CDS,548850,549665,+,W3110,ylbE,core,44
5,ybcF,a99aee7d8774ee1318b35b64abeb3eab_1072,CDS,549662,550555,+,W3110,ylbE,core,44
6,purK,a99aee7d8774ee1318b35b64abeb3eab_1074,CDS,550750,551817,-,W3110,ylbE,core,44
7,purE,a99aee7d8774ee1318b35b64abeb3eab_1076,CDS,551814,552323,-,W3110,ylbE,core,44
8,lpxH,a99aee7d8774ee1318b35b64abeb3eab_1078,CDS,552441,553163,-,W3110,ylbE,core,44
9,ppiB,a99aee7d8774ee1318b35b64abeb3eab_1080,CDS,553166,553660,-,W3110,ylbE,core,44
-9,yceJ,DADKIG_13905,CDS,2770640,2771206,+,KE46,ymdA,core,44
-8,yceI,DADKIG_13910,CDS,2771210,2771785,+,KE46,ymdA,core,44
-7,trhO,DADKIG_13915,CDS,2771827,2772879,-,KE46,ymdA,core,44
-6,lpxL,DADKIG_13920,CDS,2773104,2774024,+,KE46,ymdA,core,44
-5,mdtG,DADKIG_13925,CDS,2774196,2775422,+,KE46,ymdA,core,44
-4,msyB,DADKIG_13930,CDS,2775505,2775879,+,KE46,ymdA,core,44
-3,yceK,DADKIG_13935,CDS,2775880,2776107,-,KE46,ymdA,core,44
-2,mdoH,DADKIG_13945,CDS,2776280,2778793,-,KE46,ymdA,core,44
-1,mdoG,DADKIG_13950,CDS,2778816,2780318,-,KE46,ymdA,core,44
0,mdoC,DADKIG_13955,CDS,2780745,2781902,+,KE46,ymdA,core,44
1,clsC,DADKIG_13960,CDS,2781910,2783391,-,KE46,ymdA,core,44
2,ymdB,DADKIG_13965,CDS,2783333,2783866,-,KE46,ymdA,core,44
3,csgC,DADKIG_13970,CDS,2784392,2784724,-,KE46,ymdA,core,44
4,csgA,DADKIG_13975,CDS,2784783,2785238,-,KE46,ymdA,core,44
5,csgB,DADKIG_13980,CDS,2785279,2785734,-,KE46,ymdA,core,44
6,csgD,DADKIG_13990,CDS,2786488,2787138,+,KE46,ymdA,core,44
7,csgE,DADKIG_13995,CDS,2787143,2787532,+,KE46,ymdA,core,44
8,csgF,DADKIG_14000,CDS,2787557,2787973,+,KE46,ymdA,core,44
9,csgG,DADKIG_14005,CDS,2788000,2788833,+,KE46,ymdA,core,44
-9,tsaB,DADKIG_10110,CDS,2016090,2016821,+,KE46,yoaG,core,44
-8,yeaY,DADKIG_10115,CDS,2016861,2017442,+,KE46,yoaG,core,44
-7,fadD,DADKIG_10120,CDS,2017581,2019338,+,KE46,yoaG,core,44
-6,rnd,DADKIG_10130,CDS,2019420,2020535,+,KE46,yoaG,core,44
-5,yeaX,DADKIG_10135,CDS,2020589,2021554,-,KE46,yoaG,non_core,18
-4,yeaW,DADKIG_10140,CDS,2021610,2022734,-,KE46,yoaG,non_core,18
-3,yeaV,DADKIG_10145,CDS,2022766,2024376,-,KE46,yoaG,non_core,18
-2,dmlA,DADKIG_10150,CDS,2024627,2025712,-,KE46,yoaG,non_core,18
-1,dmlR,DADKIG_10155,CDS,2025815,2026738,+,KE46,yoaG,non_core,18
0,leuE,DADKIG_10160,CDS,2026865,2027503,+,KE46,yoaG,core,44
1,yeaR,DADKIG_10165,CDS,2027676,2028035,+,KE46,yoaG,core,44
2,,DADKIG_10170,CDS,2028039,2028227,+,KE46,yoaG,non_core,1
3,insQ,DADKIG_10175,CDS,2028742,2029890,+,KE46,yoaG,non_core,1
4,yeaQ,DADKIG_10180,CDS,2030118,2030366,+,KE46,yoaG,core,44
5,yoaJ,DADKIG_10185,CDS,2030425,2030499,-,KE46,yoaG,non_core,13
6,dgcP,DADKIG_10190,CDS,2030633,2031658,-,KE46,yoaG,soft_core,42
7,yoaF,DADKIG_10195,CDS,2031841,2032095,+,KE46,yoaG,core,44
8,,DADKIG_10200,CDS,2032049,2032114,+,KE46,yoaG,non_core,7
9,yeaO,DADKIG_10205,CDS,2032117,2032464,-,KE46,yoaG,core,44
-9,fliL,a370e86af943a50f23d4c066bcb16592_4128,CDS,2045715,2046179,+,UTI89,yodC,core,44
-8,fliM,a370e86af943a50f23d4c066bcb16592_4130,CDS,2046184,2047188,+,UTI89,yodC,core,44
-7,fliN,a370e86af943a50f23d4c066bcb16592_4132,CDS,2047185,2047598,+,UTI89,yodC,core,44
-6,fliO,a370e86af943a50f23d4c066bcb16592_4134,CDS,2047601,2047966,+,UTI89,yodC,core,44
